Review_Text,Word_Tokens,Updated_Aspect_Terms,BIO_Tags
"Everyone’s target is to make money, including Shaaz. ഇവിടെ ഒരു ആർത്തിപ്പണ്ടാരം വേറൊരു ആർത്തിപണ്ടാറത്തെ കുറ്റം പറയുന്നു എന്ന് മാത്രം. .One person is selling products and other person is doing service ( using his influencing power to advertise any thing )😂","['everyones', 'target', 'is', 'to', 'make', 'money', 'including', 'shaaz', 'ഇവിടെ', 'ഒരു', 'ആർത്തിപ്പണ്ടാരം', 'വേറൊരു', 'ആർത്തിപണ്ടാറത്തെ', 'കുറ്റം', 'പറയുന്നു', 'എന്ന്', 'മാത്രം', 'one', 'person', 'is', 'selling', 'products', 'and', 'other', 'person', 'is', 'doing', 'service', 'using', 'his', 'influencing', 'power', 'to', 'advertise', 'any', 'thing']","{'phone': ['pro'], 'processor': ['processor']}","[('everyones', 'O'), ('target', 'O'), ('is', 'O'), ('to', 'O'), ('make', 'O'), ('money', 'O'), ('including', 'O'), ('shaaz', 'O'), ('ഇവിടെ', 'O'), ('ഒരു', 'O'), ('ആർത്തിപ്പണ്ടാരം', 'O'), ('വേറൊരു', 'O'), ('ആർത്തിപണ്ടാറത്തെ', 'O'), ('കുറ്റം', 'O'), ('പറയുന്നു', 'O'), ('എന്ന്', 'O'), ('മാത്രം', 'O'), ('one', 'O'), ('person', 'O'), ('is', 'O'), ('selling', 'O'), ('products', 'O'), ('and', 'O'), ('other', 'O'), ('person', 'O'), ('is', 'O'), ('doing', 'O'), ('service', 'O'), ('using', 'O'), ('his', 'O'), ('influencing', 'O'), ('power', 'O'), ('to', 'O'), ('advertise', 'O'), ('any', 'O'), ('thing', 'O')]"
Sony 1000xm4 നെ കാൾ better ആണോ?,"['sony', '1000xm4', 'നെ', 'കാൾ', 'better', 'ആണോ']",{},"[('sony', 'O'), ('1000xm4', 'O'), ('നെ', 'O'), ('കാൾ', 'O'), ('better', 'O'), ('ആണോ', 'O')]"
"PayTm siteൽ കണ്ടു ,Refurbished iphones with 6 monthട warranty. Apple ൻ്റെ official refursbished ഫോണുകൾ കിട്ടുന്ന Site ഏതാന്നെന്ന് പറയാമോ?","['paytm', 'siteൽ', 'കണ്ടു', 'refurbished', 'iphones', 'with', '6', 'monthട', 'warranty', 'apple', 'ൻ്റെ', 'official', 'refursbished', 'ഫോണുകൾ', 'കിട്ടുന്ന', 'site', 'ഏതാന്നെന്ന്', 'പറയാമോ']","{'phone': ['apple', 'iphone'], 'general': ['warranty']}","[('paytm', 'O'), ('siteൽ', 'O'), ('കണ്ടു', 'O'), ('refurbished', 'O'), ('iphones', 'O'), ('with', 'O'), ('6', 'O'), ('monthട', 'O'), ('warranty', 'B-general'), ('apple', 'B-phone'), ('ൻ്റെ', 'O'), ('official', 'O'), ('refursbished', 'O'), ('ഫോണുകൾ', 'O'), ('കിട്ടുന്ന', 'O'), ('site', 'O'), ('ഏതാന്നെന്ന്', 'O'), ('പറയാമോ', 'O')]"
ഇത് ഒന്നും പറയേണ്ട കാര്യം അല്ല...iphone 13 നല്ലത് അല്ല എന്ന് ആരും പറയില്ല 👍🏻,"['ഇത്', 'ഒന്നും', 'പറയേണ്ട', 'കാര്യം', 'അല്ലiphone', '13', 'നല്ലത്', 'അല്ല', 'എന്ന്', 'ആരും', 'പറയില്ല']",{'phone': ['13pro']},"[('ഇത്', 'O'), ('ഒന്നും', 'O'), ('പറയേണ്ട', 'O'), ('കാര്യം', 'O'), ('അല്ലiphone', 'O'), ('13', 'O'), ('നല്ലത്', 'O'), ('അല്ല', 'O'), ('എന്ന്', 'O'), ('ആരും', 'O'), ('പറയില്ല', 'O')]"
കൊറേ വീഡിയോയിൽ unbox തപ്പി പ്പോയി അവസാനം മ്പളെ ശരത് മച്ചാന്റെ വീഡിയോയിൽ unbox കണ്ടു തൃപ്പിതിയായി 😂❤⚡️,"['കൊറേ', 'വീഡിയോയിൽ', 'unbox', 'തപ്പി', 'പ്പോയി', 'അവസാനം', 'മ്പളെ', 'ശരത്', 'മച്ചാന്റെ', 'വീഡിയോയിൽ', 'unbox', 'കണ്ടു', 'തൃപ്പിതിയായി']",{'camera': ['വീഡിയോ']},"[('കൊറേ', 'O'), ('വീഡിയോയിൽ', 'O'), ('unbox', 'O'), ('തപ്പി', 'O'), ('പ്പോയി', 'O'), ('അവസാനം', 'O'), ('മ്പളെ', 'O'), ('ശരത്', 'O'), ('മച്ചാന്റെ', 'O'), ('വീഡിയോയിൽ', 'O'), ('unbox', 'O'), ('കണ്ടു', 'O'), ('തൃപ്പിതിയായി', 'O')]"
ഇതെന്താ ചായ ക്ലാസാണോ നിലത്തുവീണാൽ പൊട്ടൻ... He he he... 😂😿,"['ഇതെന്താ', 'ചായ', 'ക്ലാസാണോ', 'നിലത്തുവീണാൽ', 'പൊട്ടൻ', 'he', 'he', 'he']",{},"[('ഇതെന്താ', 'O'), ('ചായ', 'O'), ('ക്ലാസാണോ', 'O'), ('നിലത്തുവീണാൽ', 'O'), ('പൊട്ടൻ', 'O'), ('he', 'O'), ('he', 'O'), ('he', 'O')]"
SD 778G 5G ആയിരുന്നെങ്കിൽ കുറച്ചൂടെ നന്നായേനെ ☹️,"['sd', '778g', '5g', 'ആയിരുന്നെങ്കിൽ', 'കുറച്ചൂടെ', 'നന്നായേനെ']",{'network': ['5g']},"[('sd', 'O'), ('778g', 'O'), ('5g', 'B-network'), ('ആയിരുന്നെങ്കിൽ', 'O'), ('കുറച്ചൂടെ', 'O'), ('നന്നായേനെ', 'O')]"
ഇതെല്ലാം ഇരുന്നു കേൾക്കും എന്നിട്ട് ലാസ്റ്റ് iphone പോയി എടുക്കും 💯😂😁,"['ഇതെല്ലാം', 'ഇരുന്നു', 'കേൾക്കും', 'എന്നിട്ട്', 'ലാസ്റ്റ്', 'iphone', 'പോയി', 'എടുക്കും']",{'phone': ['iphone']},"[('ഇതെല്ലാം', 'O'), ('ഇരുന്നു', 'O'), ('കേൾക്കും', 'O'), ('എന്നിട്ട്', 'O'), ('ലാസ്റ്റ്', 'O'), ('iphone', 'B-phone'), ('പോയി', 'O'), ('എടുക്കും', 'O')]"
ഏതു ആപ്പിൾ ഫോൺ വാങ്ങിയാലും headset free കിട്ടുമോ,"['ഏതു', 'ആപ്പിൾ', 'ഫോൺ', 'വാങ്ങിയാലും', 'headset', 'free', 'കിട്ടുമോ']","{'phone': ['ആപ്പിൾ', 'ഐഫോൺ']}","[('ഏതു', 'O'), ('ആപ്പിൾ', 'B-phone'), ('ഫോൺ', 'O'), ('വാങ്ങിയാലും', 'O'), ('headset', 'O'), ('free', 'O'), ('കിട്ടുമോ', 'O')]"
മൊതലാകുന്ന lite ഫോൺ ഏതാണ് ?,"['മൊതലാകുന്ന', 'lite', 'ഫോൺ', 'ഏതാണ്']",{'phone': ['ഐഫോൺ']},"[('മൊതലാകുന്ന', 'O'), ('lite', 'O'), ('ഫോൺ', 'O'), ('ഏതാണ്', 'O')]"
ഞൻ ഈ ക്യാമറ വാഗിച്ചു bt നിങ്ങൾ പരാജതു പോലെ ഉള്ള ഒരു vishul qulity എനിക്ക് കിട്ടുന്നില്ല,"['ഞൻ', 'ഈ', 'ക്യാമറ', 'വാഗിച്ചു', 'bt', 'നിങ്ങൾ', 'പരാജതു', 'പോലെ', 'ഉള്ള', 'ഒരു', 'vishul', 'qulity', 'എനിക്ക്', 'കിട്ടുന്നില്ല']",{'camera': ['ക്യാമറ']},"[('ഞൻ', 'O'), ('ഈ', 'O'), ('ക്യാമറ', 'B-camera'), ('വാഗിച്ചു', 'O'), ('bt', 'O'), ('നിങ്ങൾ', 'O'), ('പരാജതു', 'O'), ('പോലെ', 'O'), ('ഉള്ള', 'O'), ('ഒരു', 'O'), ('vishul', 'O'), ('qulity', 'O'), ('എനിക്ക്', 'O'), ('കിട്ടുന്നില്ല', 'O')]"
Bro 3000 രൂപയുടെ smart watch പറയാമോ,"['bro', '3000', 'രൂപയുടെ', 'smart', 'watch', 'പറയാമോ']",{},"[('bro', 'O'), ('3000', 'O'), ('രൂപയുടെ', 'O'), ('smart', 'O'), ('watch', 'O'), ('പറയാമോ', 'O')]"
Android 12 beta version കേറ്റി പെട്ടുപോയി വേറെ update വന്നിട്ടില്ല......😣,"['android', '12', 'beta', 'version', 'കേറ്റി', 'പെട്ടുപോയി', 'വേറെ', 'update', 'വന്നിട്ടില്ല']","{'phone': ['12pro'], 'os': ['android'], 'software': ['update']}","[('android', 'B-os'), ('12', 'O'), ('beta', 'O'), ('version', 'O'), ('കേറ്റി', 'O'), ('പെട്ടുപോയി', 'O'), ('വേറെ', 'O'), ('update', 'B-software'), ('വന്നിട്ടില്ല', 'O')]"
A71ഇൽ samsung pay available ano,"['a71ഇൽ', 'samsung', 'pay', 'available', 'ano']",{'phone': ['samsung']},"[('a71ഇൽ', 'O'), ('samsung', 'B-phone'), ('pay', 'O'), ('available', 'O'), ('ano', 'O')]"
Micromax പൊളി ആയിരുന്നു 🥰,"['micromax', 'പൊളി', 'ആയിരുന്നു']",{'phone': ['mi']},"[('micromax', 'O'), ('പൊളി', 'O'), ('ആയിരുന്നു', 'O')]"
5G കൂടെ ഉണ്ടായിരുന്നെങ്കിൽ ✌,"['5g', 'കൂടെ', 'ഉണ്ടായിരുന്നെങ്കിൽ']",{'network': ['5g']},"[('5g', 'B-network'), ('കൂടെ', 'O'), ('ഉണ്ടായിരുന്നെങ്കിൽ', 'O')]"
"എനിക്ക് ഒരു പ്രശനം തോന്നിയത് ആപ്പിന്റെ നെറ്റ് ഓഫ്‌ ആക്കി ഇട്ടാലും നോട്ടിഫിക്കേഷൻ വരുന്നു,","['എനിക്ക്', 'ഒരു', 'പ്രശനം', 'തോന്നിയത്', 'ആപ്പിന്റെ', 'നെറ്റ്', 'ഓഫ്', 'ആക്കി', 'ഇട്ടാലും', 'നോട്ടിഫിക്കേഷൻ', 'വരുന്നു']",{'phone': ['ആപ്പിൾ']},"[('എനിക്ക്', 'O'), ('ഒരു', 'O'), ('പ്രശനം', 'O'), ('തോന്നിയത്', 'O'), ('ആപ്പിന്റെ', 'O'), ('നെറ്റ്', 'O'), ('ഓഫ്', 'O'), ('ആക്കി', 'O'), ('ഇട്ടാലും', 'O'), ('നോട്ടിഫിക്കേഷൻ', 'O'), ('വരുന്നു', 'O')]"
Latency ആണ് main.... 500rs കിട്ടുന്ന same aanu ഇതിലും എങ്കിൽ 7k kku enth kopp ആണ് ഉള്ളത്....bass... treble... Okke എല്ലാത്തിലും ഏകദേശം ഒരുപോലെ ആണ്,"['latency', 'ആണ്', 'main', '500rs', 'കിട്ടുന്ന', 'same', 'aanu', 'ഇതിലും', 'എങ്കിൽ', '7k', 'kku', 'enth', 'kopp', 'ആണ്', 'ഉള്ളത്bass', 'treble', 'okke', 'എല്ലാത്തിലും', 'ഏകദേശം', 'ഒരുപോലെ', 'ആണ്']",{},"[('latency', 'O'), ('ആണ്', 'O'), ('main', 'O'), ('500rs', 'O'), ('കിട്ടുന്ന', 'O'), ('same', 'O'), ('aanu', 'O'), ('ഇതിലും', 'O'), ('എങ്കിൽ', 'O'), ('7k', 'O'), ('kku', 'O'), ('enth', 'O'), ('kopp', 'O'), ('ആണ്', 'O'), ('ഉള്ളത്bass', 'O'), ('treble', 'O'), ('okke', 'O'), ('എല്ലാത്തിലും', 'O'), ('ഏകദേശം', 'O'), ('ഒരുപോലെ', 'O'), ('ആണ്', 'O')]"
Nice phone camera 📸 🔥🙌.But front camera 😌😅.Flagship specifications എല്ലാം ഉണ്ടല്ലോ..✌️,"['nice', 'phone', 'camera', 'but', 'front', 'camera', 'flagship', 'specifications', 'എല്ലാം', 'ഉണ്ടല്ലോ']",{'phone': []},"[('nice', 'O'), ('phone', 'O'), ('camera', 'O'), ('but', 'O'), ('front', 'O'), ('camera', 'O'), ('flagship', 'O'), ('specifications', 'O'), ('എല്ലാം', 'O'), ('ഉണ്ടല്ലോ', 'O')]"
Selfe camara പോര ന്ന് തോന്നി....ചാർജർ ഇല്ലാതെ എനിക്ക് വേണ്ട....,"['selfe', 'camara', 'പോര', 'ന്ന്', 'തോന്നിചാർജർ', 'ഇല്ലാതെ', 'എനിക്ക്', 'വേണ്ട']",{},"[('selfe', 'O'), ('camara', 'O'), ('പോര', 'O'), ('ന്ന്', 'O'), ('തോന്നിചാർജർ', 'O'), ('ഇല്ലാതെ', 'O'), ('എനിക്ക്', 'O'), ('വേണ്ട', 'O')]"
"Yes bro, നല്ല effort എടുത്താണ്‌ വീഡിയൊ ചെയ്യുന്നത്‌. Thank you so much for the comment 😍👍🙏","['yes', 'bro', 'നല്ല', 'effort', 'എടുത്താണ്', 'വീഡിയൊ', 'ചെയ്യുന്നത്', 'thank', 'you', 'so', 'much', 'for', 'the', 'comment']",{},"[('yes', 'O'), ('bro', 'O'), ('നല്ല', 'O'), ('effort', 'O'), ('എടുത്താണ്', 'O'), ('വീഡിയൊ', 'O'), ('ചെയ്യുന്നത്', 'O'), ('thank', 'O'), ('you', 'O'), ('so', 'O'), ('much', 'O'), ('for', 'O'), ('the', 'O'), ('comment', 'O')]"
Iphone 12 seriesൽ charging adapter ഒഴിവാക്കിയത്തിന്റെ കാരണം അറിയാൻ ഈ ചാനലിൽ ഒന്നു കേറി നോക്കിയാൽ മതി...... Apple&#39,"['iphone', '12', 'seriesൽ', 'charging', 'adapter', 'ഒഴിവാക്കിയത്തിന്റെ', 'കാരണം', 'അറിയാൻ', 'ഈ', 'ചാനലിൽ', 'ഒന്നു', 'കേറി', 'നോക്കിയാൽ', 'മതി', 'apple39']","{'phone': ['apple', '12pro', 'iphone']}","[('iphone', 'B-phone'), ('12', 'O'), ('seriesൽ', 'O'), ('charging', 'O'), ('adapter', 'O'), ('ഒഴിവാക്കിയത്തിന്റെ', 'O'), ('കാരണം', 'O'), ('അറിയാൻ', 'O'), ('ഈ', 'O'), ('ചാനലിൽ', 'O'), ('ഒന്നു', 'O'), ('കേറി', 'O'), ('നോക്കിയാൽ', 'O'), ('മതി', 'O'), ('apple39', 'O')]"
12 സീരീസും ആദ്യം ചെയ്തത് ഇങ്ങേർ തന്നെ.... Power 💥💥💥💥,"['12', 'സീരീസും', 'ആദ്യം', 'ചെയ്തത്', 'ഇങ്ങേർ', 'തന്നെ', 'power']",{'phone': ['12pro']},"[('12', 'O'), ('സീരീസും', 'O'), ('ആദ്യം', 'O'), ('ചെയ്തത്', 'O'), ('ഇങ്ങേർ', 'O'), ('തന്നെ', 'O'), ('power', 'O')]"
ഈ ഫോൺ ഓവർ Heat വരുന്നുണ്ടോ,"['ഈ', 'ഫോൺ', 'ഓവർ', 'heat', 'വരുന്നുണ്ടോ']","{'phone': ['ഐഫോൺ'], 'battery': ['heat']}","[('ഈ', 'O'), ('ഫോൺ', 'O'), ('ഓവർ', 'O'), ('heat', 'B-battery'), ('വരുന്നുണ്ടോ', 'O')]"
"Iam using vivo t3pro for 1 month 7 days, nalla battery backup, Good gaming  but not high graphics or powerful games","['iam', 'using', 'vivo', 't3pro', 'for', '1', 'month', '7', 'days', 'nalla', 'battery', 'backup', 'good', 'gaming', 'but', 'not', 'high', 'graphics', 'or', 'powerful', 'games']","{'phone': ['14 പ്രൊ'], 'applications': ['gaming'], 'price': ['high']}","[('iam', 'O'), ('using', 'O'), ('vivo', 'O'), ('t3pro', 'O'), ('for', 'O'), ('1', 'O'), ('month', 'O'), ('7', 'O'), ('days', 'O'), ('nalla', 'O'), ('battery', 'O'), ('backup', 'O'), ('good', 'O'), ('gaming', 'B-applications'), ('but', 'O'), ('not', 'O'), ('high', 'B-price'), ('graphics', 'O'), ('or', 'O'), ('powerful', 'O'), ('games', 'O')]"
5g യുടെയും nfc യുടെയും പോരായ്മ ഫീൽ ചെയ്തു ബാക്കി എല്ലാം ok യാണ്,"['5g', 'യുടെയും', 'nfc', 'യുടെയും', 'പോരായ്മ', 'ഫീൽ', 'ചെയ്തു', 'ബാക്കി', 'എല്ലാം', 'ok', 'യാണ്']",{'network': ['5g']},"[('5g', 'B-network'), ('യുടെയും', 'O'), ('nfc', 'O'), ('യുടെയും', 'O'), ('പോരായ്മ', 'O'), ('ഫീൽ', 'O'), ('ചെയ്തു', 'O'), ('ബാക്കി', 'O'), ('എല്ലാം', 'O'), ('ok', 'O'), ('യാണ്', 'O')]"
"iPhone 6s touch complaint ഉണ്ട്‌ സ്കീൻ ചൂടായാൽ പിന്നെ ടച്ച്‌ വർക്ക്‌ ചെയ്യില്ല, നിരന്തരമായ്‌ ഏടുത്ത്‌ എറിയൽ മൂലം സ്കീൻ ഇളകിയിട്ടുണ്ട്‌,.പക്ഷേ iPhone 5s ultimate ഐറ്റം തന്നെയാണു 5 വർഷം ആയിട്ട്‌ കയ്യിലുണ്ട്‌ still working perfectly .But camera ക്ലാരിറ്റി വളരെ കുറവാണു iphone 6നെ അപേക്ഷിച്ച്‌ പിന്നെ മെമ്മറി വളരെ കുറവാണു","['iphone', '6s', 'touch', 'complaint', 'ഉണ്ട്', 'സ്കീൻ', 'ചൂടായാൽ', 'പിന്നെ', 'ടച്ച്', 'വർക്ക്', 'ചെയ്യില്ല', 'നിരന്തരമായ്', 'ഏടുത്ത്', 'എറിയൽ', 'മൂലം', 'സ്കീൻ', 'ഇളകിയിട്ടുണ്ട്പക്ഷേ', 'iphone', '5s', 'ultimate', 'ഐറ്റം', 'തന്നെയാണു', '5', 'വർഷം', 'ആയിട്ട്', 'കയ്യിലുണ്ട്', 'still', 'working', 'perfectly', 'but', 'camera', 'ക്ലാരിറ്റി', 'വളരെ', 'കുറവാണു', 'iphone', '6', 'നെ', 'അപേക്ഷിച്ച്', 'പിന്നെ', 'മെമ്മറി', 'വളരെ', 'കുറവാണു']","{'screen': ['touch'], 'camera': ['ക്ലാരിറ്റി'], 'phone': ['iphone 5s','iphone 6']}","[('iphone', 'O'), ('6s', 'O'), ('touch', 'B-screen'), ('complaint', 'O'), ('ഉണ്ട്', 'O'), ('സ്കീൻ', 'O'), ('ചൂടായാൽ', 'O'), ('പിന്നെ', 'O'), ('ടച്ച്', 'O'), ('വർക്ക്', 'O'), ('ചെയ്യില്ല', 'O'), ('നിരന്തരമായ്', 'O'), ('ഏടുത്ത്', 'O'), ('എറിയൽ', 'O'), ('മൂലം', 'O'), ('സ്കീൻ', 'O'), ('ഇളകിയിട്ടുണ്ട്പക്ഷേ', 'O'), ('iphone', 'B-phone'), ('5s', 'I-phone'), ('ultimate', 'O'), ('ഐറ്റം', 'O'), ('തന്നെയാണു', 'O'), ('5', 'O'), ('വർഷം', 'O'), ('ആയിട്ട്', 'O'), ('കയ്യിലുണ്ട്', 'O'), ('still', 'O'), ('working', 'O'), ('perfectly', 'O'), ('but', 'O'), ('camera', 'O'), ('ക്ലാരിറ്റി', 'B-camera'), ('വളരെ', 'O'), ('കുറവാണു', 'O'), ('iphone', 'B-phone'), ('6', 'I-phone'), ('നെ', 'O'), ('അപേക്ഷിച്ച്', 'O'), ('പിന്നെ', 'O'), ('മെമ്മറി', 'O'), ('വളരെ', 'O'), ('കുറവാണു', 'O')]"
SAMSUNG GALAXY യൂടെ പുതിയ വിലപിടിപ്പുള്ള 4 PHONE വാങ്ങി 4ഉം പെട്ടെന്ന് COMPLAINT ആയി ഒന്ന് പൂർണമായും പ്രവർത്തനരഹിതമായി,"['samsung', 'galaxy', 'യൂടെ', 'പുതിയ', 'വിലപിടിപ്പുള്ള', '4', 'phone', 'വാങ്ങി', '4ഉം', 'പെട്ടെന്ന്', 'complaint', 'ആയി', 'ഒന്ന്', 'പൂർണമായും', 'പ്രവർത്തനരഹിതമായി']","{'phone': ['samsung'], 'price': ['വില'], 'network': ['4ജി']}","[('samsung', 'B-phone'), ('galaxy', 'O'), ('യൂടെ', 'O'), ('പുതിയ', 'O'), ('വിലപിടിപ്പുള്ള', 'O'), ('4', 'O'), ('phone', 'O'), ('വാങ്ങി', 'O'), ('4ഉം', 'O'), ('പെട്ടെന്ന്', 'O'), ('complaint', 'O'), ('ആയി', 'O'), ('ഒന്ന്', 'O'), ('പൂർണമായും', 'O'), ('പ്രവർത്തനരഹിതമായി', 'O')]"
"Bench mark ൽ അല്ല optimization അറിയുന്നത്, Regular use ൽ ആണ്","['bench', 'mark', 'ൽ', 'അല്ല', 'optimization', 'അറിയുന്നത്', 'regular', 'use', 'ൽ', 'ആണ്']",{},"[('bench', 'O'), ('mark', 'O'), ('ൽ', 'O'), ('അല്ല', 'O'), ('optimization', 'O'), ('അറിയുന്നത്', 'O'), ('regular', 'O'), ('use', 'O'), ('ൽ', 'O'), ('ആണ്', 'O')]"
Display എങ്ങനെയുണ്ട്? പ്രത്യേകിച്ചു dark mode?,"['display', 'എങ്ങനെയുണ്ട്', 'പ്രത്യേകിച്ചു', 'dark', 'mode']","{'screen': ['display'], 'design': ['display']}","[('display', 'B-design'), ('എങ്ങനെയുണ്ട്', 'O'), ('പ്രത്യേകിച്ചു', 'O'), ('dark', 'O'), ('mode', 'O')]"
ജയരാജ് ഏട്ടൻ ഇപോഴും നല്ല product മാത്രം review ചെയ്യാത്തൊള്ളൂ 😊👏,"['ജയരാജ്', 'ഏട്ടൻ', 'ഇപോഴും', 'നല്ല', 'product', 'മാത്രം', 'review', 'ചെയ്യാത്തൊള്ളൂ']","{'phone': ['pro'], 'processor': ['processor']}","[('ജയരാജ്', 'O'), ('ഏട്ടൻ', 'O'), ('ഇപോഴും', 'O'), ('നല്ല', 'O'), ('product', 'O'), ('മാത്രം', 'O'), ('review', 'O'), ('ചെയ്യാത്തൊള്ളൂ', 'O')]"
Only in looks. Product has no comparison with JBL in terms of quality output. കൊറേ ഒച്ച കൂടുതൽ കൊടുത്താൽ ആൾക്കാരെ പറ്റിക്കാം എന്ന ഇവരുടെ വിചാരം. This is why I have high criticism for some cinema halls in Kerala which raises voice volume High without any mercy and completely ruins the whole surround effect. The average listener don&#39,"['only', 'in', 'looks', 'product', 'has', 'no', 'comparison', 'with', 'jbl', 'in', 'terms', 'of', 'quality', 'output', 'കൊറേ', 'ഒച്ച', 'കൂടുതൽ', 'കൊടുത്താൽ', 'ആൾക്കാരെ', 'പറ്റിക്കാം', 'എന്ന', 'ഇവരുടെ', 'വിചാരം', 'this', 'is', 'why', 'i', 'have', 'high', 'criticism', 'for', 'some', 'cinema', 'halls', 'in', 'kerala', 'which', 'raises', 'voice', 'volume', 'high', 'without', 'any', 'mercy', 'and', 'completely', 'ruins', 'the', 'whole', 'surround', 'effect', 'the', 'average', 'listener', 'don39']","{'camera': ['quality'], 'phone': ['pro'], 'processor': ['processor'], 'price': ['high']}","[('only', 'O'), ('in', 'O'), ('looks', 'O'), ('product', 'O'), ('has', 'O'), ('no', 'O'), ('comparison', 'O'), ('with', 'O'), ('jbl', 'O'), ('in', 'O'), ('terms', 'O'), ('of', 'O'), ('quality', 'B-camera'), ('output', 'O'), ('കൊറേ', 'O'), ('ഒച്ച', 'O'), ('കൂടുതൽ', 'O'), ('കൊടുത്താൽ', 'O'), ('ആൾക്കാരെ', 'O'), ('പറ്റിക്കാം', 'O'), ('എന്ന', 'O'), ('ഇവരുടെ', 'O'), ('വിചാരം', 'O'), ('this', 'O'), ('is', 'O'), ('why', 'O'), ('i', 'O'), ('have', 'O'), ('high', 'B-price'), ('criticism', 'O'), ('for', 'O'), ('some', 'O'), ('cinema', 'O'), ('halls', 'O'), ('in', 'O'), ('kerala', 'O'), ('which', 'O'), ('raises', 'O'), ('voice', 'O'), ('volume', 'O'), ('high', 'O'), ('without', 'O'), ('any', 'O'), ('mercy', 'O'), ('and', 'O'), ('completely', 'O'), ('ruins', 'O'), ('the', 'O'), ('whole', 'O'), ('surround', 'O'), ('effect', 'O'), ('the', 'O'), ('average', 'O'), ('listener', 'O'), ('don39', 'O')]"
ഞാൻ കാത്തിരുന്ന video,"['ഞാൻ', 'കാത്തിരുന്ന', 'video']",{'camera': ['video']},"[('ഞാൻ', 'O'), ('കാത്തിരുന്ന', 'O'), ('video', 'B-camera')]"
Bro realmi യുടെ വീഡിയോ നാളെ ചെയ്യുമോ,"['bro', 'realmi', 'യുടെ', 'വീഡിയോ', 'നാളെ', 'ചെയ്യുമോ']",{'camera': ['വീഡിയോ']},"[('bro', 'O'), ('realmi', 'O'), ('യുടെ', 'O'), ('വീഡിയോ', 'B-camera'), ('നാളെ', 'O'), ('ചെയ്യുമോ', 'O')]"
മച്ചാനെ നിങ്ങളെ സ്ലാങ്ങും വോക്കലും എക്സ്പ്ലനേഷനും കിടുവാണ് .+ ടെക്ക് സൂപ്പർബ്,"['മച്ചാനെ', 'നിങ്ങളെ', 'സ്ലാങ്ങും', 'വോക്കലും', 'എക്സ്പ്ലനേഷനും', 'കിടുവാണ്', 'ടെക്ക്', 'സൂപ്പർബ്']",{},"[('മച്ചാനെ', 'O'), ('നിങ്ങളെ', 'O'), ('സ്ലാങ്ങും', 'O'), ('വോക്കലും', 'O'), ('എക്സ്പ്ലനേഷനും', 'O'), ('കിടുവാണ്', 'O'), ('ടെക്ക്', 'O'), ('സൂപ്പർബ്', 'O')]"
Samsung S series phones വേറെ level ആണ്,"['samsung', 's', 'series', 'phones', 'വേറെ', 'level', 'ആണ്']",{'phone': ['samsung']},"[('samsung', 'B-phone'), ('s', 'O'), ('series', 'O'), ('phones', 'O'), ('വേറെ', 'O'), ('level', 'O'), ('ആണ്', 'O')]"
നല്ല product ആണ്. ഞാൻ use ചെയ്യുന്നുണ്ട്,"['നല്ല', 'product', 'ആണ്', 'ഞാൻ', 'use', 'ചെയ്യുന്നുണ്ട്']","{'phone': ['pro'], 'processor': ['processor']}","[('നല്ല', 'O'), ('product', 'O'), ('ആണ്', 'O'), ('ഞാൻ', 'O'), ('use', 'O'), ('ചെയ്യുന്നുണ്ട്', 'O')]"
@ഷാജി പാപ്പൻ paditham okke kazhinju bhai.. Oru suggestion chodichathaa.,"['paditham', 'okke', 'kazhinju', 'bhai', 'oru', 'suggestion', 'chodichathaa']",{},"[('paditham', 'O'), ('okke', 'O'), ('kazhinju', 'O'), ('bhai', 'O'), ('oru', 'O'), ('suggestion', 'O'), ('chodichathaa', 'O')]"
"Macro ഫോട്ടോഗ്രാഫിക്ക് സ്വിച്ച് ഇല്ലാതിരിക്കുന്നത് അല്ലേ നല്ലത്.?🤭 ഓട്ടോമാറ്റിക് പ്രവർത്തിക്കുകയാണെങ്കിൽ എന്താണ് പ്രശ്നം., 🤔അല്ലേ എൻ്റെ ഒരു ചിന്തയാണ്...!!!","['macro', 'ഫോട്ടോഗ്രാഫിക്ക്', 'സ്വിച്ച്', 'ഇല്ലാതിരിക്കുന്നത്', 'അല്ലേ', 'നല്ലത്', 'ഓട്ടോമാറ്റിക്', 'പ്രവർത്തിക്കുകയാണെങ്കിൽ', 'എന്താണ്', 'പ്രശ്നം', 'അല്ലേ', 'എൻ്റെ', 'ഒരു', 'ചിന്തയാണ്']",{'camera': ['ഫോട്ടോ']},"[('macro', 'O'), ('ഫോട്ടോഗ്രാഫിക്ക്', 'O'), ('സ്വിച്ച്', 'O'), ('ഇല്ലാതിരിക്കുന്നത്', 'O'), ('അല്ലേ', 'O'), ('നല്ലത്', 'O'), ('ഓട്ടോമാറ്റിക്', 'O'), ('പ്രവർത്തിക്കുകയാണെങ്കിൽ', 'O'), ('എന്താണ്', 'O'), ('പ്രശ്നം', 'O'), ('അല്ലേ', 'O'), ('എൻ്റെ', 'O'), ('ഒരു', 'O'), ('ചിന്തയാണ്', 'O')]"
Intro ചുമ്മാ പൊളി😍😍,"['intro', 'ചുമ്മാ', 'പൊളി']",{},"[('intro', 'O'), ('ചുമ്മാ', 'O'), ('പൊളി', 'O')]"
